Crop,State,Soil_Type,Season,Crop_Water_Requirement_mm,Rainfall_mm,Effective_Rainfall_mm,Irrigation_Efficiency,Net_Irrigation_Requirement_mm,Recommended_Water_mm,Potential_Water_Saving_Percent,Water_Saving_Method,Farm_Area_Hectares,Recommended_Water_m3
Groundnut,Tamil Nadu,Sandy,Kharif,471.51,1744.78,377.21,0.675,150.88,223.38,41.6,Drip Irrigation,70.35,157147.83
Cotton,West Bengal,Black,Kharif,802.65,1712.24,642.12,0.684,144.48,211.14,35.87,Drip Irrigation,32.51,68641.61
Carrot,Gujarat,Loamy,Rabi,440.97,998.55,352.77,0.773,88.19,114.06,32.83,Controlled Irrigation,47.04,53653.82
Carrot,Assam,Sandy,Rabi,315.49,1458.8,252.39,0.77,100.96,131.04,25.7,Drip Irrigation,61.99,81231.7
Jute,Uttar Pradesh,Alluvial,Kharif,843.93,588.99,489.37,0.789,320.81,406.47,34.43,Alternate Wetting / Controlled Irrigation,17.45,70929.02
Sugarcane,Gujarat,Loamy,Kharif,1324.56,488.08,297.02,0.667,1027.54,1540.32,24.21,Controlled Irrigation,60.96,938979.07
Potato,Haryana,Alluvial,Rabi,525.2,562.89,413.92,0.866,90.27,104.22,43.98,Alternate Wetting / Controlled Irrigation,65.16,67909.75
Banana,Himachal Pradesh,Loamy,Kharif,1036.23,600.19,500.38,0.768,535.85,697.52,19.46,Controlled Irrigation,11.79,82237.61
Jute,Bihar,Loamy,Kharif,645.7,747.14,516.56,0.826,129.14,156.28,29.57,Controlled Irrigation,68.77,107473.76
Banana,Rajasthan,Black,Kharif,1067.55,1701.84,854.04,0.701,192.16,274.23,35.39,Drip Irrigation,58.89,161494.05
Rice,Uttarakhand,Loamy,Kharif,1398.44,1003.73,679.06,0.779,719.39,923.42,11.67,Controlled Irrigation,41.01,378694.54
Onion,Gujarat,Red,Kharif,477.52,328.79,227.1,0.915,274.3,299.79,32.42,Drip or Sprinkler Irrigation,89.87,269421.27
Sugarcane,Kerala,Loamy,Kharif,1330.17,1524.43,1064.13,0.825,266.03,322.46,37.76,Controlled Irrigation,94.6,305047.16
Cotton,Tamil Nadu,Alluvial,Kharif,654.3,1276.92,523.44,0.831,104.69,125.92,33.5,Alternate Wetting / Controlled Irrigation,83.31,104903.95
Mustard,Telangana,Alluvial,Rabi,401.15,1391.69,320.92,0.774,64.18,82.91,27.62,Alternate Wetting / Controlled Irrigation,93.26,77321.87
Potato,Jharkhand,Loamy,Rabi,549.45,1636.77,439.56,0.724,109.89,151.87,28.09,Controlled Irrigation,76.52,116210.92
Mustard,Chhattisgarh,Loamy,Rabi,358.27,1070.56,286.61,0.888,71.65,80.66,28.5,Controlled Irrigation,98.12,79143.59
Barley,Tamil Nadu,Loamy,Rabi,372.11,673.82,297.69,0.733,74.42,101.5,39.1,Controlled Irrigation,53.06,53855.9
Tomato,Karnataka,Loamy,Rabi,556.44,1409.38,445.15,0.87,111.29,127.91,29.82,Controlled Irrigation,23.31,29815.82
Tomato,Chhattisgarh,Red,Rabi,493.5,857.69,394.8,0.715,123.37,172.54,30.46,Drip or Sprinkler Irrigation,28.21,48673.53
Cotton,Bihar,Loamy,Kharif,681.65,719.6,446.72,0.75,234.92,313.35,43.6,Controlled Irrigation,4.64,14539.44
Potato,Odisha,Sandy,Rabi,573.43,1798.19,458.75,0.816,183.5,224.97,40.83,Drip Irrigation,33.36,75049.99
Mustard,Kerala,Alluvial,Rabi,316.23,274.5,191.68,0.779,111.9,143.68,36.36,Alternate Wetting / Controlled Irrigation,99.36,142760.45
Barley,Odisha,Alluvial,Rabi,366.3,599.03,293.04,0.864,58.61,67.82,42.46,Alternate Wetting / Controlled Irrigation,83.53,56650.05
Pigeonpea,Uttar Pradesh,Black,Kharif,512.87,872.58,410.3,0.722,92.32,127.79,31.89,Drip Irrigation,23.93,30580.15
Carrot,Odisha,Loamy,Rabi,333.96,552.54,267.17,0.666,66.79,100.34,41.68,Controlled Irrigation,10.21,10244.71
Groundnut,Punjab,Sandy,Kharif,447.98,521.97,328.53,0.869,173.21,199.26,27.8,Drip Irrigation,77.57,154565.98
Groundnut,West Bengal,Red,Kharif,458.81,678.12,367.05,0.91,114.7,125.99,33.65,Drip or Sprinkler Irrigation,75.36,94946.06
Pigeonpea,Haryana,Loamy,Kharif,605.16,1446.37,484.13,0.752,121.03,160.92,25.09,Controlled Irrigation,92.0,148046.4
Chickpea,Jharkhand,Black,Rabi,355.8,572.4,284.64,0.79,64.04,81.06,32.9,Drip Irrigation,67.28,54537.17
Carrot,Rajasthan,Sandy,Rabi,374.31,542.7,299.45,0.703,119.78,170.43,42.24,Drip Irrigation,8.08,13770.74
Banana,Rajasthan,Alluvial,Kharif,1393.19,888.36,734.68,0.759,602.79,794.29,16.15,Alternate Wetting / Controlled Irrigation,98.94,785870.53
Soybean,Rajasthan,Red,Kharif,688.64,401.57,245.03,0.776,478.05,615.71,14.63,Drip or Sprinkler Irrigation,98.75,608013.62
Onion,Haryana,Sandy,Rabi,509.21,1656.79,407.37,0.867,162.95,188.0,30.09,Drip Irrigation,24.57,46191.6
Groundnut,Andhra Pradesh,Sandy,Kharif,500.51,598.27,400.41,0.879,160.16,182.29,28.24,Drip Irrigation,6.69,12195.2
Cabbage,Odisha,Red,Rabi,506.58,576.95,405.26,0.898,126.65,141.08,29.55,Drip or Sprinkler Irrigation,82.78,116786.02
Banana,Uttar Pradesh,Loamy,Kharif,1122.32,1209.32,711.67,0.855,410.65,480.18,43.77,Controlled Irrigation,53.56,257184.41
Lentil,Rajasthan,Loamy,Rabi,366.18,1608.85,292.95,0.792,73.24,92.42,39.99,Controlled Irrigation,18.29,16903.62
Mustard,Karnataka,Loamy,Rabi,347.67,1029.46,278.13,0.786,69.53,88.42,40.74,Controlled Irrigation,61.21,54121.88
Maize,Tamil Nadu,Alluvial,Rabi,684.13,1300.86,547.3,0.791,109.46,138.34,44.21,Alternate Wetting / Controlled Irrigation,19.27,26658.12
Sugarcane,Rajasthan,Loamy,Kharif,1758.93,1775.49,1316.47,0.745,442.46,593.87,44.73,Controlled Irrigation,44.46,264034.6
Sugarcane,Maharashtra,Loamy,Kharif,1737.77,690.28,458.92,0.863,1278.85,1482.37,34.5,Controlled Irrigation,94.77,1404842.05
Onion,Tamil Nadu,Sandy,Kharif,504.04,772.13,403.23,0.814,161.29,198.22,25.49,Drip Irrigation,33.31,66027.08
Jute,Gujarat,Alluvial,Kharif,777.98,1123.46,622.38,0.784,124.48,158.81,42.3,Alternate Wetting / Controlled Irrigation,14.69,23329.19
Barley,Telangana,Loamy,Rabi,491.77,328.87,206.29,0.852,285.48,334.91,31.67,Controlled Irrigation,35.29,118189.74
Potato,Rajasthan,Loamy,Rabi,577.14,584.68,458.26,0.793,118.88,149.82,29.61,Controlled Irrigation,91.1,136486.02
Onion,West Bengal,Loamy,Rabi,492.0,1235.12,393.6,0.851,98.4,115.65,33.99,Controlled Irrigation,86.34,99852.21
Wheat,Himachal Pradesh,Alluvial,Rabi,627.61,1508.22,502.09,0.744,100.42,134.9,44.45,Alternate Wetting / Controlled Irrigation,7.32,9874.68
Sugarcane,Uttarakhand,Loamy,Kharif,1760.95,764.85,469.26,0.696,1291.69,1856.76,12.25,Controlled Irrigation,11.91,221140.12
Cotton,Jharkhand,Black,Kharif,846.95,364.79,291.17,0.686,538.84,785.73,24.51,Drip Irrigation,8.12,63801.28
Wheat,Tamil Nadu,Loamy,Rabi,576.18,1617.37,460.95,0.822,115.24,140.12,33.95,Controlled Irrigation,96.74,135552.09
Millet,Chhattisgarh,Red,Kharif,333.94,1484.69,267.15,0.72,83.49,115.89,41.84,Drip or Sprinkler Irrigation,42.8,49600.92
Tomato,West Bengal,Alluvial,Rabi,571.28,370.5,237.97,0.857,310.46,362.45,15.42,Alternate Wetting / Controlled Irrigation,5.08,18412.46
Soybean,Punjab,Loamy,Kharif,727.45,707.28,450.5,0.804,276.95,344.64,37.44,Controlled Irrigation,48.42,166874.69
Onion,Odisha,Sandy,Rabi,377.02,1324.99,301.61,0.832,120.65,144.97,33.94,Drip Irrigation,68.18,98840.55
Wheat,Karnataka,Alluvial,Rabi,494.47,933.49,395.58,0.851,79.12,93.01,35.92,Alternate Wetting / Controlled Irrigation,5.3,4929.53
Wheat,Tamil Nadu,Loamy,Rabi,544.51,1023.75,435.61,0.817,108.9,133.24,35.57,Controlled Irrigation,68.64,91455.94
Mustard,West Bengal,Alluvial,Rabi,314.37,1049.32,251.5,0.78,50.3,64.48,34.37,Alternate Wetting / Controlled Irrigation,59.98,38675.1
Millet,West Bengal,Loamy,Kharif,390.12,530.37,306.85,0.709,83.27,117.51,33.64,Controlled Irrigation,88.82,104372.38
Potato,Madhya Pradesh,Alluvial,Rabi,406.43,1133.47,325.14,0.692,65.03,94.02,37.53,Alternate Wetting / Controlled Irrigation,65.2,61301.04
Millet,Himachal Pradesh,Sandy,Kharif,428.31,889.0,342.65,0.855,137.06,160.28,35.0,Drip Irrigation,75.33,120738.92
Cotton,Kerala,Alluvial,Kharif,849.65,597.12,373.27,0.727,442.39,608.13,16.57,Alternate Wetting / Controlled Irrigation,49.26,299564.84
Pigeonpea,Maharashtra,Red,Kharif,648.7,1784.93,518.96,0.792,162.18,204.71,43.66,Drip or Sprinkler Irrigation,12.01,24585.67
Jute,Jharkhand,Alluvial,Kharif,808.21,719.96,608.86,0.769,167.02,217.26,43.12,Alternate Wetting / Controlled Irrigation,73.62,159946.81
Banana,Tamil Nadu,Alluvial,Kharif,1107.65,747.32,536.75,0.798,526.6,660.09,22.64,Alternate Wetting / Controlled Irrigation,31.36,207004.22
Chickpea,Karnataka,Black,Rabi,462.38,767.0,369.9,0.739,83.23,112.58,42.01,Drip Irrigation,95.45,107457.61
Onion,Assam,Red,Rabi,501.87,1108.67,401.49,0.656,125.47,191.34,38.12,Drip or Sprinkler Irrigation,91.29,174674.29
Sugarcane,Haryana,Black,Kharif,1332.47,335.15,186.52,0.807,1119.31,1386.88,31.22,Drip Irrigation,71.21,987597.25
Maize,Odisha,Loamy,Rabi,611.17,936.42,488.94,0.669,122.23,182.61,25.22,Controlled Irrigation,20.29,37051.57
Banana,Maharashtra,Loamy,Kharif,1219.8,482.56,360.95,0.705,858.84,1218.64,28.12,Controlled Irrigation,85.13,1037428.23
Cabbage,Maharashtra,Loamy,Rabi,540.63,1015.8,432.5,0.731,108.13,147.9,29.49,Controlled Irrigation,18.71,27672.09
Millet,Bihar,Sandy,Kharif,442.28,278.58,207.04,0.769,288.32,375.13,25.26,Drip Irrigation,35.16,131895.71
Potato,Tamil Nadu,Sandy,Rabi,562.1,1353.14,449.68,0.678,179.87,265.4,29.91,Drip Irrigation,35.98,95490.92
Cotton,Uttar Pradesh,Black,Kharif,686.47,891.59,549.17,0.698,123.56,177.1,29.03,Drip Irrigation,9.08,16080.68
Sugarcane,Uttarakhand,Alluvial,Kharif,1308.93,1683.69,932.12,0.907,324.46,357.72,44.4,Alternate Wetting / Controlled Irrigation,77.06,275659.03
Cotton,Gujarat,Alluvial,Kharif,715.1,371.14,272.47,0.879,414.02,470.78,25.37,Alternate Wetting / Controlled Irrigation,11.8,55552.04
Carrot,Karnataka,Sandy,Rabi,414.37,488.05,279.41,0.85,184.68,217.34,41.98,Drip Irrigation,35.53,77220.9
Banana,Rajasthan,Alluvial,Kharif,1124.89,1752.66,899.91,0.848,179.98,212.26,29.39,Alternate Wetting / Controlled Irrigation,26.26,55739.48
Banana,Kerala,Black,Kharif,1377.03,1387.93,1101.62,0.708,247.86,350.03,42.03,Drip Irrigation,43.9,153663.17
Barley,Maharashtra,Loamy,Rabi,489.0,649.74,391.2,0.837,97.8,116.83,26.77,Controlled Irrigation,18.22,21286.43
Mustard,Punjab,Black,Rabi,367.95,360.43,279.74,0.778,80.85,103.87,31.7,Drip Irrigation,71.81,74589.05
Rice,Rajasthan,Alluvial,Kharif,1352.82,941.9,701.94,0.907,596.76,657.73,12.9,Alternate Wetting / Controlled Irrigation,64.68,425419.76
Banana,Uttar Pradesh,Alluvial,Kharif,1195.71,469.54,355.09,0.691,792.78,1146.92,11.18,Alternate Wetting / Controlled Irrigation,84.55,969720.86
Banana,Kerala,Loamy,Kharif,1176.43,892.25,565.59,0.791,610.84,772.33,10.8,Controlled Irrigation,30.87,238418.27
Maize,Himachal Pradesh,Alluvial,Rabi,662.83,418.43,261.31,0.654,375.01,573.66,21.41,Alternate Wetting / Controlled Irrigation,20.08,115190.93
Potato,Jharkhand,Loamy,Rabi,562.06,835.65,449.65,0.793,112.41,141.72,35.3,Controlled Irrigation,5.9,8361.48
Barley,Uttar Pradesh,Loamy,Rabi,365.04,1463.37,292.03,0.904,73.01,80.72,40.28,Controlled Irrigation,93.74,75666.93
Onion,Tamil Nadu,Red,Rabi,476.47,1690.2,381.18,0.915,119.12,130.2,35.94,Drip or Sprinkler Irrigation,8.9,11587.8
Barley,Bihar,Alluvial,Rabi,400.44,1780.85,320.35,0.654,64.07,97.91,31.48,Alternate Wetting / Controlled Irrigation,81.37,79669.37
Rice,Chhattisgarh,Loamy,Kharif,1242.46,452.93,377.57,0.664,864.89,1302.62,16.65,Controlled Irrigation,72.7,947004.74
Carrot,Madhya Pradesh,Loamy,Rabi,318.14,906.67,254.51,0.901,63.63,70.61,30.18,Controlled Irrigation,11.29,7971.87
Lentil,Rajasthan,Alluvial,Rabi,367.24,683.21,293.79,0.881,58.76,66.7,44.53,Alternate Wetting / Controlled Irrigation,14.41,9611.47
Lentil,Chhattisgarh,Loamy,Rabi,345.21,298.16,181.89,0.756,163.32,216.09,28.63,Controlled Irrigation,38.42,83021.78
Banana,Jharkhand,Black,Kharif,1142.09,790.73,545.57,0.844,573.68,680.1,19.03,Drip Irrigation,70.87,481986.87
Groundnut,Uttar Pradesh,Sandy,Kharif,542.99,581.44,379.56,0.893,228.59,255.97,34.89,Drip Irrigation,33.95,86901.82
Chickpea,West Bengal,Loamy,Rabi,462.07,452.67,369.65,0.868,92.41,106.48,39.21,Controlled Irrigation,65.35,69584.68
Sugarcane,Rajasthan,Alluvial,Kharif,1796.4,779.38,550.05,0.694,1174.5,1692.43,23.33,Alternate Wetting / Controlled Irrigation,89.52,1515063.34
Barley,Karnataka,Loamy,Rabi,352.12,1687.89,281.69,0.721,70.42,97.62,29.8,Controlled Irrigation,82.36,80399.83
Mustard,Haryana,Alluvial,Rabi,306.56,683.0,245.25,0.702,49.05,69.86,31.78,Alternate Wetting / Controlled Irrigation,49.13,34322.22
Jute,Himachal Pradesh,Alluvial,Kharif,606.3,563.28,477.23,0.854,104.82,122.69,35.08,Alternate Wetting / Controlled Irrigation,76.31,93624.74
Wheat,Madhya Pradesh,Clay,Rabi,512.92,1449.61,410.33,0.856,61.55,71.86,33.69,Alternate Wetting and Drying,7.03,5051.76
Maize,Telangana,Alluvial,Rabi,577.11,1690.33,461.69,0.675,92.34,136.7,26.87,Alternate Wetting / Controlled Irrigation,97.96,133911.32
Groundnut,Bihar,Loamy,Kharif,592.55,1488.8,474.04,0.813,118.51,145.83,30.52,Controlled Irrigation,23.09,33672.15
Rice,Karnataka,Alluvial,Kharif,1112.74,944.73,630.91,0.722,437.31,606.03,20.63,Alternate Wetting / Controlled Irrigation,59.57,361012.07
Rice,Chhattisgarh,Alluvial,Kharif,1368.12,910.25,637.86,0.739,675.53,914.73,20.44,Alternate Wetting / Controlled Irrigation,3.58,32747.33
Groundnut,Haryana,Loamy,Kharif,525.67,485.29,349.28,0.745,176.39,236.75,41.48,Controlled Irrigation,46.26,109520.55
Carrot,Punjab,Sandy,Rabi,456.94,1749.77,365.56,0.876,146.22,166.86,28.4,Drip Irrigation,33.97,56682.34
Carrot,Telangana,Sandy,Rabi,416.83,658.35,333.47,0.901,133.39,148.04,39.42,Drip Irrigation,51.4,76092.56
Groundnut,Himachal Pradesh,Sandy,Kharif,603.98,354.67,222.58,0.788,453.87,575.76,26.57,Drip Irrigation,37.57,216313.03
Chickpea,Bihar,Black,Rabi,490.56,1636.83,392.45,0.7,88.3,126.11,39.36,Drip Irrigation,6.4,8071.04
Tomato,Chhattisgarh,Red,Rabi,420.83,1799.64,336.66,0.773,105.21,136.11,43.45,Drip or Sprinkler Irrigation,76.63,104301.09
Cabbage,Uttar Pradesh,Loamy,Rabi,535.93,1718.61,428.74,0.735,107.19,145.84,33.32,Controlled Irrigation,47.92,69886.53
Maize,Maharashtra,Loamy,Kharif,563.33,1343.17,450.66,0.668,112.67,168.63,31.78,Controlled Irrigation,35.27,59475.8
Lentil,Punjab,Alluvial,Rabi,314.1,1722.27,251.28,0.852,50.26,58.98,31.4,Alternate Wetting / Controlled Irrigation,23.47,13842.61
Cabbage,Uttar Pradesh,Alluvial,Rabi,409.37,343.98,215.46,0.75,177.54,236.85,19.65,Alternate Wetting / Controlled Irrigation,49.16,116435.46
Banana,Chhattisgarh,Loamy,Kharif,1104.76,1221.78,798.57,0.755,306.19,405.65,40.44,Controlled Irrigation,77.37,313851.41
Rice,Haryana,Loamy,Kharif,1389.86,1059.07,834.65,0.896,555.21,619.9,11.47,Controlled Irrigation,48.0,297552.0
Chickpea,Karnataka,Red,Rabi,454.75,1779.4,363.8,0.774,113.69,146.93,27.53,Drip or Sprinkler Irrigation,59.52,87452.74
Millet,Andhra Pradesh,Loamy,Kharif,444.69,1597.51,355.75,0.82,88.94,108.48,41.85,Controlled Irrigation,41.72,45257.86
Banana,Uttar Pradesh,Alluvial,Kharif,1014.57,1112.09,811.66,0.708,162.33,229.15,33.4,Alternate Wetting / Controlled Irrigation,27.7,63474.55
Rice,Uttar Pradesh,Clay,Kharif,1311.13,566.76,462.71,0.675,743.54,1101.1,29.11,Alternate Wetting and Drying,14.34,157897.74
Jute,Chhattisgarh,Alluvial,Kharif,673.08,1756.71,538.46,0.841,107.69,128.02,30.98,Alternate Wetting / Controlled Irrigation,31.04,39737.41
Soybean,Assam,Black,Kharif,510.79,257.53,214.95,0.847,285.63,337.24,28.91,Drip Irrigation,99.93,337003.93
Millet,Kerala,Sandy,Kharif,397.21,926.01,317.77,0.738,127.11,172.31,36.96,Drip Irrigation,99.0,170586.9
Mustard,Odisha,Black,Rabi,315.75,846.26,252.6,0.699,56.83,81.33,28.49,Drip Irrigation,61.64,50131.81
Carrot,Tamil Nadu,Sandy,Rabi,399.26,1674.83,319.41,0.659,127.76,193.93,26.61,Drip Irrigation,64.32,124735.78
Groundnut,Jharkhand,Sandy,Kharif,452.24,557.08,361.79,0.805,144.72,179.8,32.53,Drip Irrigation,49.33,88695.34
Carrot,Telangana,Sandy,Rabi,327.72,914.01,262.17,0.836,104.87,125.41,36.35,Drip Irrigation,87.66,109934.41
Soybean,Himachal Pradesh,Black,Kharif,517.28,1378.22,413.83,0.728,93.11,127.94,42.25,Drip Irrigation,22.67,29004.0
Cotton,Telangana,Alluvial,Kharif,576.68,286.82,231.2,0.665,322.41,484.68,15.87,Alternate Wetting / Controlled Irrigation,12.55,60827.34
Tomato,Karnataka,Red,Kharif,559.11,1007.79,447.28,0.785,139.78,178.02,41.61,Drip or Sprinkler Irrigation,46.91,83509.18
Cabbage,Haryana,Loamy,Rabi,527.27,1281.08,421.81,0.835,105.45,126.29,32.33,Controlled Irrigation,15.65,19764.39
Tomato,Haryana,Red,Kharif,465.38,723.49,372.3,0.718,116.34,162.1,42.44,Drip or Sprinkler Irrigation,92.86,150526.06
Tomato,Maharashtra,Loamy,Kharif,538.77,1563.88,431.02,0.714,107.75,150.89,25.95,Controlled Irrigation,97.45,147042.3
Maize,Chhattisgarh,Loamy,Rabi,511.22,1409.51,408.98,0.669,102.24,152.74,32.18,Controlled Irrigation,60.7,92713.18
Carrot,Andhra Pradesh,Loamy,Rabi,419.04,1786.43,335.23,0.72,83.81,116.47,36.11,Controlled Irrigation,46.0,53576.2
Mustard,Gujarat,Alluvial,Rabi,450.61,1633.44,360.49,0.868,72.1,83.1,30.95,Alternate Wetting / Controlled Irrigation,98.08,81504.48
Barley,Himachal Pradesh,Alluvial,Rabi,489.79,1306.94,391.83,0.913,78.37,85.82,34.74,Alternate Wetting / Controlled Irrigation,10.61,9105.5
Jute,Jharkhand,Alluvial,Kharif,731.91,354.43,208.1,0.901,494.53,548.56,14.95,Alternate Wetting / Controlled Irrigation,34.24,187826.94
Sugarcane,Tamil Nadu,Black,Kharif,1348.47,1645.43,938.86,0.846,382.64,452.32,37.63,Drip Irrigation,65.64,296902.85
Groundnut,Assam,Red,Kharif,579.59,1158.57,463.67,0.737,144.9,196.59,36.75,Drip or Sprinkler Irrigation,52.42,103052.48
Pigeonpea,Punjab,Black,Kharif,537.43,1421.99,429.94,0.919,96.74,105.22,35.79,Drip Irrigation,20.61,21685.84
Jute,Telangana,Alluvial,Kharif,612.27,876.63,489.81,0.807,97.96,121.33,39.4,Alternate Wetting / Controlled Irrigation,44.84,54404.37
Chickpea,Odisha,Loamy,Rabi,468.54,1218.38,374.83,0.795,93.71,117.85,30.46,Controlled Irrigation,1.65,1944.52
Pigeonpea,West Bengal,Red,Kharif,585.81,390.13,240.53,0.81,374.58,462.49,28.35,Drip or Sprinkler Irrigation,78.36,362407.16
Lentil,Telangana,Alluvial,Rabi,389.02,1166.61,311.21,0.741,62.24,83.95,39.47,Alternate Wetting / Controlled Irrigation,88.21,74052.3
Potato,Haryana,Sandy,Rabi,410.08,471.66,312.25,0.702,147.04,209.42,35.1,Drip Irrigation,92.72,194174.22
Potato,Gujarat,Alluvial,Rabi,421.15,774.37,336.92,0.87,67.38,77.43,41.05,Alternate Wetting / Controlled Irrigation,69.78,54030.65
Chickpea,Uttarakhand,Loamy,Rabi,493.86,873.31,395.09,0.664,98.77,148.81,35.44,Controlled Irrigation,70.09,104300.93
Mustard,Maharashtra,Black,Rabi,342.35,1520.15,273.88,0.785,61.62,78.54,44.01,Drip Irrigation,80.13,62934.1
Tomato,Haryana,Alluvial,Kharif,410.67,1707.54,328.53,0.903,65.71,72.76,34.25,Alternate Wetting / Controlled Irrigation,45.68,33236.77
Soybean,Uttar Pradesh,Loamy,Kharif,524.19,610.73,362.62,0.876,161.56,184.46,35.97,Controlled Irrigation,77.45,142864.27
Maize,Jharkhand,Alluvial,Kharif,640.83,820.54,512.66,0.819,102.53,125.18,43.27,Alternate Wetting / Controlled Irrigation,46.03,57620.35
Cotton,Uttarakhand,Black,Kharif,798.73,1228.49,638.98,0.817,143.77,175.88,25.33,Drip Irrigation,71.82,126317.02
Rice,Uttarakhand,Alluvial,Kharif,1334.44,834.79,586.79,0.653,694.27,1062.64,22.68,Alternate Wetting / Controlled Irrigation,72.77,773283.13
Chickpea,Karnataka,Loamy,Rabi,400.96,637.23,320.77,0.792,80.19,101.2,28.46,Controlled Irrigation,17.68,17892.16
Mustard,Uttarakhand,Loamy,Rabi,408.66,1023.88,326.93,0.824,81.73,99.21,38.86,Controlled Irrigation,38.56,38255.38
Groundnut,Andhra Pradesh,Red,Kharif,465.6,968.77,372.48,0.658,116.4,176.8,39.93,Drip or Sprinkler Irrigation,2.27,4013.36
Sugarcane,Punjab,Alluvial,Kharif,1498.03,313.94,234.36,0.677,1203.75,1778.1,34.89,Alternate Wetting / Controlled Irrigation,83.92,1492181.52
Mustard,Andhra Pradesh,Alluvial,Rabi,411.52,1414.06,329.21,0.873,65.84,75.4,38.93,Alternate Wetting / Controlled Irrigation,29.57,22295.78
Pigeonpea,Uttarakhand,Loamy,Kharif,635.24,290.33,166.36,0.876,468.87,535.38,14.87,Controlled Irrigation,28.68,153546.98
Maize,Odisha,Sandy,Kharif,583.59,507.29,340.24,0.772,313.38,406.04,42.86,Drip Irrigation,69.74,283172.3
Onion,Uttar Pradesh,Red,Kharif,409.08,1665.64,327.26,0.674,102.27,151.74,44.01,Drip or Sprinkler Irrigation,75.68,114836.83
Maize,Telangana,Sandy,Kharif,614.19,1417.86,491.35,0.659,196.54,298.45,29.65,Drip Irrigation,37.98,113351.31
Soybean,Punjab,Red,Kharif,587.81,1624.3,470.24,0.871,146.95,168.68,30.42,Drip or Sprinkler Irrigation,11.62,19600.62
Maize,Chhattisgarh,Sandy,Kharif,715.22,1525.75,572.18,0.894,228.87,256.13,29.57,Drip Irrigation,50.7,129857.91
Chickpea,Uttarakhand,Red,Rabi,413.37,1118.58,330.7,0.743,103.34,139.18,26.65,Drip or Sprinkler Irrigation,62.06,86375.11
Chickpea,Kerala,Black,Rabi,483.16,1226.74,386.53,0.791,86.97,110.0,29.19,Drip Irrigation,98.3,108130.0
Sugarcane,Jharkhand,Black,Kharif,1658.31,1427.98,1155.06,0.805,470.09,583.8,42.63,Drip Irrigation,17.55,102456.9
Cotton,Rajasthan,Loamy,Kharif,789.62,1280.1,631.7,0.879,157.92,179.76,41.28,Controlled Irrigation,92.29,165900.5
Potato,Assam,Alluvial,Rabi,585.39,861.36,468.31,0.803,93.66,116.69,41.81,Alternate Wetting / Controlled Irrigation,49.77,58076.61
Tomato,Uttarakhand,Alluvial,Rabi,449.2,1012.0,359.36,0.868,71.87,82.84,36.5,Alternate Wetting / Controlled Irrigation,67.69,56074.4
Potato,Kerala,Sandy,Rabi,522.86,943.28,418.29,0.758,167.31,220.84,35.02,Drip Irrigation,36.46,80518.26
Maize,Telangana,Sandy,Rabi,686.41,779.14,549.13,0.866,219.65,253.59,36.65,Drip Irrigation,40.26,102095.33
Soybean,Tamil Nadu,Black,Kharif,559.7,1290.68,447.76,0.719,100.75,140.14,32.63,Drip Irrigation,70.92,99387.29
Millet,Uttar Pradesh,Sandy,Kharif,497.39,1606.02,397.91,0.695,159.16,229.08,32.87,Drip Irrigation,66.71,152819.27
Cabbage,Uttar Pradesh,Red,Rabi,456.55,851.19,365.24,0.869,114.14,131.29,42.85,Drip or Sprinkler Irrigation,27.01,35461.43
Soybean,Gujarat,Black,Kharif,542.6,1246.35,434.08,0.912,97.67,107.04,27.79,Drip Irrigation,65.82,70453.73
Rice,West Bengal,Alluvial,Kharif,1250.95,1785.85,1000.76,0.653,200.15,306.38,41.15,Alternate Wetting / Controlled Irrigation,96.0,294124.8
Sugarcane,Jharkhand,Loamy,Kharif,1505.17,510.3,400.8,0.85,1104.37,1299.23,13.42,Controlled Irrigation,18.57,241267.01
Cotton,Madhya Pradesh,Loamy,Kharif,550.81,713.08,440.65,0.8,110.16,137.73,34.2,Controlled Irrigation,49.4,68038.62
Lentil,Chhattisgarh,Alluvial,Rabi,379.44,1345.38,303.56,0.805,60.71,75.39,28.5,Alternate Wetting / Controlled Irrigation,20.42,15394.64
Sugarcane,Uttar Pradesh,Black,Kharif,1691.38,569.72,398.3,0.7,1259.26,1797.91,10.82,Drip Irrigation,24.8,445881.68
Potato,Gujarat,Alluvial,Rabi,544.8,1547.94,435.84,0.672,87.17,129.75,42.39,Alternate Wetting / Controlled Irrigation,22.2,28804.5
Banana,Madhya Pradesh,Black,Kharif,1210.04,1261.82,732.05,0.898,453.78,505.24,26.45,Drip Irrigation,55.66,281216.58
Soybean,Uttarakhand,Loamy,Kharif,611.32,1296.78,489.05,0.877,122.26,139.39,40.99,Controlled Irrigation,21.85,30456.72
Sugarcane,Chhattisgarh,Black,Kharif,1677.05,799.82,563.25,0.825,1080.26,1309.21,16.49,Drip Irrigation,44.13,577754.37
Rice,Bihar,Loamy,Kharif,1135.08,410.15,268.82,0.822,866.26,1053.59,15.42,Controlled Irrigation,82.5,869211.75
